Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
INTERPRO	IPR036595:A-macroglobulin_rcpt-bd_sf	4	7.8431372549019605	5.939575032784025E-6	P0C0L4	51	15	20667	108.06274509803922	0.001471934622725768	1.0521532915217416E-4	9.588171124351353E-5
INTERPRO	IPR011626:Alpha-macroglobulin_TED	4	7.8431372549019605	5.939575032784025E-6	P0C0L4	51	15	20667	108.06274509803922	0.001471934622725768	1.0521532915217416E-4	9.588171124351353E-5
INTERPRO	IPR050473:A2M/Complement_sys	4	7.8431372549019605	7.297787207305034E-6	P0C0L4	51	16	20667	101.30882352941175	0.0018082210263267173	1.206567484941099E-4	1.0995332725672917E-4
SMART	SM00643:C345C	4	7.8431372549019605	9.43708293883556E-6	P0C0L4	25	19	10680	89.93684210526317	3.4911276228444255E-4	5.819534478948595E-5	5.819534478948595E-5
GOTERM_CC_DIRECT	GO:0005788~endoplasmic reticulum lumen	8	15.686274509803921	9.568839014989704E-6	P02671, P0C0L4, P09382, P01009, P01008	51	312	20666	10.390145801910508	0.001654047622759558	2.3648702137045983E-4	2.105144583297735E-4
BIOCARTA	h_classicPathway:Classical Complement Pathway	5	9.803921568627452	1.0505803417354761E-5	P0C0L4, P00736, P10643	18	15	1623	30.055555555555554	2.6261197652832635E-4	2.62645085433869E-4	2.2062187176445E-4
GOTERM_BP_DIRECT	GO:0045087~innate immune response	10	19.607843137254903	1.1962374726498776E-5	P02671, P0C0L4, Q9UM07, P00736, P10643, P02675	51	564	19416	6.750104297037963	0.005094941092879779	0.0010215868016429956	0.0010120169018617963
GOTERM_MF_DIRECT	GO:0003723~RNA binding	15	29.411764705882355	1.1983789538655096E-5	Q9H1E3, P14618, P0DMV9, P62937, P62081, Q09666, P35579, P25705, P39023, P09382, P00966, P05783, P55072, P62249	50	1473	19208	3.912016293279023	0.002310212581411397	0.0011564356904802168	0.0010845329532482861
GOTERM_CC_DIRECT	GO:1904813~ficolin-1-rich granule lumen	6	11.76470588235294	1.2728608120270515E-5	P14618, P0DMV9, P62937, P01009, P55072	51	125	20666	19.45035294117647	0.0021996404569142314	2.752561506008499E-4	2.4502570631520745E-4
UP_KW_PTM	KW-0882~Thioester bond	4	7.8431372549019605	1.349201867450039E-5	P0C0L4	50	14	14268	81.53142857142858	2.6980578972202185E-4	2.833323921645082E-4	2.1587229879200623E-4
INTERPRO	IPR018933:Netrin_module_non-TIMP	4	7.8431372549019605	1.4755208619822223E-5	P0C0L4	51	20	20667	81.04705882352941	0.0036526315872744686	2.2870573360724445E-4	2.084173217549889E-4
INTERPRO	IPR008930:Terpenoid_cyclase/PrenylTrfase	4	7.8431372549019605	1.7185082392676546E-5	P0C0L4	51	21	20667	77.18767507002802	0.004252867889276146	2.507000254931637E-4	2.2846050710264115E-4
GOTERM_MF_DIRECT	GO:0016491~oxidoreductase activity	7	13.725490196078432	2.005517886890863E-5	O95831, P08319, P45880, P31040, O00299, P00387	50	221	19208	12.167963800904978	0.003863206877323444	0.0012902165072331219	0.0012099957917574874
UP_SEQ_FEATURE	DOMAIN:NTR	4	7.8431372549019605	3.015079587130393E-5	P0C0L4	49	26	20502	64.37048665620094	0.009661725332909432	0.0016180927117599776	0.001577891650598239
INTERPRO	IPR001134:Netrin_domain	4	7.8431372549019605	3.330976355266359E-5	P0C0L4	51	26	20667	62.34389140271493	0.008226930991403258	4.589345200589206E-4	4.182225868278873E-4
BIOCARTA	h_compPathway:Complement Pathway	5	9.803921568627452	3.610375829942455E-5	P0C0L4, P00736, P10643	18	20	1623	22.541666666666668	9.02203021294623E-4	4.5129697874280686E-4	3.790894621439578E-4
INTERPRO	IPR008993:TIMP-like_OB-fold	4	7.8431372549019605	3.740967088779043E-5	P0C0L4	51	27	20667	60.03485838779956	0.009234866186953017	4.882946515880014E-4	4.449781905600336E-4
GOTERM_CC_DIRECT	GO:0005829~cytosol	28	54.90196078431373	4.71303167961137E-5	O95831, P08319, P14618, P0DMV9, O15144, P62937, Q15836, P45880, P62081, P12277, P35579, P63261, P39023, P00966, P55072, P00387, P35749, Q9UM07, Q09666, Q05682, P09382, P05062, P21695, P05783, Q9H2A2, P62249	51	5576	20666	2.0347989985090167	0.008120585402403346	8.059599945098326E-4	7.174441569625101E-4
GOTERM_CC_DIRECT	GO:0045202~synapse	9	17.647058823529413	4.737249785267311E-5	P0C0L4, P63261, Q15836, P62081, P02675, P62249	51	549	20666	6.642880102860817	0.008162143587485682	8.059599945098326E-4	7.174441569625101E-4
UP_KW_LIGAND	KW-0520~NAD	7	13.725490196078432	5.0150537736059395E-5	O95831, P08319, P45880, P21695, P00387, Q9H2A2	25	203	6946	9.580689655172414	8.522171768726716E-4	8.525591415130097E-4	8.525591415130097E-4
GOTERM_CC_DIRECT	GO:0031982~vesicle	6	11.76470588235294	5.124601121160786E-5	P14618, P0DMV9, P62937, O00299, Q09666	51	167	20666	14.558647411060234	0.008826601907191645	8.059599945098326E-4	7.174441569625101E-4
KEGG_PATHWAY	hsa05322:Systemic lupus erythematosus	7	13.725490196078432	5.4661807977289415E-5	P0C0L4, P00736, Q9BTM1, P10643	44	141	8865	10.002417794970986	0.005994921534826281	0.0020042662925006116	0.00185850147122784
UP_KW_PTM	KW-0007~Acetylation	26	50.98039215686274	5.712952709566585E-5	O95831, P31930, P14618, P0DMV9, O15144, P62937, Q15836, P45880, P62081, P35579, P63261, P25705, P39023, P31040, P00966, P55072, P00387, P24752, Q9BTM1, O00299, Q09666, P09382, P05062, P05783, P62249	50	3505	14268	2.116793152639087	0.0011419706356801118	5.998600345044914E-4	4.570362167653268E-4
GOTERM_CC_DIRECT	GO:0005783~endoplasmic reticulum	12	23.52941176470588	9.925119063529472E-5	P02671, P0DMV9, P04844, P45880, P01009, P62081, O00299, P55072, P00387, P02675, P24752	51	1185	20666	4.103449987589973	0.017024721446526336	0.0014308713316588321	0.0012737236131529488
GOTERM_MF_DIRECT	GO:0051287~NAD binding	4	7.8431372549019605	1.1404142537897331E-4	P08319, P21695, P00387	50	37	19208	41.53081081081081	0.021770770303930265	0.0055024987745354624	0.005160374498398543
KEGG_PATHWAY	hsa05150:Staphylococcus aureus infection	6	11.76470588235294	1.2432439738959303E-4	P0C0L4, P00736, P05783	44	102	8865	11.851604278074864	0.013583435010840028	0.0034189209282138085	0.0031702721334346223
GOTERM_MF_DIRECT	GO:0043531~ADP binding	4	7.8431372549019605	1.442322820481758E-4	P25705, P55072, P00387, P35579	50	40	19208	38.416	0.02745490862612321	0.005567366087059586	0.005221208610143965
UP_SEQ_FEATURE	DOMAIN:Sushi 1	4	7.8431372549019605	1.5949325583257135E-4	P00736, P02749, P10643	49	45	20502	37.19183673469387	0.05006424628942574	0.006419603547260997	0.006260110291428426
UP_SEQ_FEATURE	DOMAIN:Sushi 2	4	7.8431372549019605	1.5949325583257135E-4	P00736, P02749, P10643	49	45	20502	37.19183673469387	0.05006424628942574	0.006419603547260997	0.006260110291428426
UP_KW_MOLECULAR_FUNCTION	KW-0095~Blood group antigen	4	7.8431372549019605	1.6960564223225357E-4	P0C0L4	39	34	11859	35.7737556561086	0.0054131367483467585	0.005427380551432114	0.005427380551432114
UP_KW_CELLULAR_COMPONENT	KW-0964~Secreted	17	33.33333333333333	1.8140836152392653E-4	P02671, P0DMV9, P62937, P51888, P10643, P0C0L4, P00736, P19827, P02749, P09382, P01009, P01008, P02675	51	2179	17932	2.7431543521493036	0.004705937482427092	0.00471661739962209	0.004353800676574236
GOTERM_MF_DIRECT	GO:0004866~endopeptidase inhibitor activity	4	7.8431372549019605	1.9196002771003161E-4	P0C0L4	50	44	19208	34.92363636363636	0.03637382196327965	0.006174714224672683	0.005790794169252621
UP_KW_DOMAIN	KW-0768~Sushi	4	7.8431372549019605	2.0340104052518298E-4	P00736, P02749, P10643	30	58	14566	33.48505747126436	0.0022351373746238856	0.002237411445777013	0.002237411445777013
UP_KW_DISEASE	KW-0772~Systemic lupus erythematosus	4	7.8431372549019605	2.3224461291408049E-4	P0C0L4	26	24	4820	30.8974358974359	0.00578996282944455	0.005806115322852012	0.005806115322852012
BIOCARTA	h_lectinPathway:Lectin Induced Complement Pathway	4	7.8431372549019605	2.5622793389029467E-4	P0C0L4, P10643	18	13	1623	27.743589743589745	0.006386041157317779	0.0021352327824191225	0.0017935955372320627
SMART	SM00032:CCP	4	7.8431372549019605	3.137123959159234E-4	P00736, P02749, P10643	25	60	10680	28.48	0.011542053201431535	0.0016581940926984524	0.0016581940926984524
GOTERM_BP_DIRECT	GO:0031639~plasminogen activation	3	5.88235294117647	3.5219892670423767E-4	P02671, P02749, P02675	51	11	19416	103.82887700534758	0.13964951437667927	0.02506482361711825	0.024830024332648755
UP_SEQ_FEATURE	DOMAIN:Sushi	4	7.8431372549019605	4.1338999673583374E-4	P00736, P02749, P10643	49	62	20502	26.994075049374583	0.12465667664382152	0.01479017543877094	0.014422717663894642
UP_KW_BIOLOGICAL_PROCESS	KW-0094~Blood coagulation	4	7.8431372549019605	4.2798053215011174E-4	P02671, P01009, P01008, P02675	35	50	11434	26.13485714285714	0.01907889568612875	0.004814780986688757	0.0044937955875761736
UP_KW_BIOLOGICAL_PROCESS	KW-0356~Hemostasis	4	7.8431372549019605	4.2798053215011174E-4	P02671, P01009, P01008, P02675	35	50	11434	26.13485714285714	0.01907889568612875	0.004814780986688757	0.0044937955875761736
INTERPRO	IPR000436:Sushi_SCR_CCP_dom	4	7.8431372549019605	4.344179218903806E-4	P00736, P02749, P10643	51	61	20667	26.572806171648985	0.10215609643599044	0.005381974450760356	0.0049045412333541955
INTERPRO	IPR035976:Sushi/SCR/CCP_sf	4	7.8431372549019605	4.557317075240624E-4	P00736, P02749, P10643	51	62	20667	26.144212523719165	0.10689151795070018	0.005381974450760356	0.0049045412333541955
KEGG_PATHWAY	hsa05133:Pertussis	5	9.803921568627452	5.275560312649316E-4	P0C0L4, P00736	44	78	8865	12.91520979020979	0.05639390877950268	0.011327503554414121	0.010503685114093095
KEGG_PATHWAY	hsa04936:Alcoholic liver disease	6	11.76470588235294	6.178638302407703E-4	P08319, P0C0L4	44	144	8865	8.394886363636363	0.06572647148336808	0.011327503554414121	0.010503685114093095
UP_KW_MOLECULAR_FUNCTION	KW-0560~Oxidoreductase	9	17.647058823529413	6.601602793430025E-4	O95831, P08319, P45880, P31040, P21695, O00299, P00387, Q9H2A2	39	622	11859	4.399826861241652	0.020910386602671638	0.01056256446948804	0.01056256446948804
UP_KW_PTM	KW-0488~Methylation	12	23.52941176470588	7.453886550068666E-4	P35749, P25705, P14618, P63261, P0DMV9, Q9BTM1, P39023, Q09666, P05783, P55072, P35579	50	1057	14268	3.239659413434248	0.014802678921989387	0.004855725605583458	0.003699600461396921
UP_KW_PTM	KW-0765~Sulfation	4	7.8431372549019605	0.001135158197187076	P0C0L4	50	60	14268	19.024	0.022459992474203938	0.004855725605583458	0.003699600461396921
GOTERM_MF_DIRECT	GO:0031625~ubiquitin protein ligase binding	6	11.76470588235294	0.0011466388915661167	P31930, P63261, P0DMV9, P12277, P55072	50	311	19208	7.411446945337621	0.1986266050008454	0.03161447229603722	0.02964880562478102
UP_KW_PTM	KW-1017~Isopeptide bond	16	31.372549019607842	0.0011561251441865377	O95831, P02671, P14618, P04844, P62937, Q9BTM1, Q15836, P45880, P62081, Q09666, P12277, Q05682, P63261, P39023, P05783, P55072	50	1881	14268	2.4273046251993624	0.022870297092467462	0.004855725605583458	0.003699600461396921
GOTERM_CC_DIRECT	GO:0032991~protein-containing complex	8	15.686274509803921	0.001307159463859478	Q9UM07, P0DMV9, P62937, P39023, P62081, P55072, P35579	51	692	20666	4.684574407797801	0.20251042441054845	0.017395275942129976	0.015484812110335354
GOTERM_MF_DIRECT	GO:0045296~cadherin binding	6	11.76470588235294	0.0013192500680883144	P14618, P0DMV9, O00299, Q09666, P35579, Q05682	50	321	19208	7.180560747663551	0.22491560718427273	0.03182690789263058	0.02984803279049811
UP_SEQ_FEATURE	CROSSLNK:Glycyl lysine isopeptide (Lys-Gly) (interchain with G-Cter in SUMO2); alternate	6	11.76470588235294	0.0013213808380068562	P14618, P62937, P39023, P62081, Q09666, P05783	49	350	20502	7.17271137026239	0.3467308051161999	0.04254846298382078	0.041491358313415286
UP_KW_DOMAIN	KW-0732~Signal	18	35.294117647058826	0.001351136553295856	P02671, P04844, P51888, P10643, P0C0L4, Q9BVC6, P00736, P19827, P02749, P01009, P31040, P01008, P00387, P02675	30	4394	14566	1.9889849795175238	0.014762501627394342	0.007431251043127207	0.007431251043127207
KEGG_PATHWAY	hsa00620:Pyruvate metabolism	4	7.8431372549019605	0.0014856837298396206	P08319, P14618, P24752	44	47	8865	17.147001934235977	0.15087318140516437	0.023346458611765465	0.021648534349091614
UP_KW_BIOLOGICAL_PROCESS	KW-0391~Immunity	10	19.607843137254903	0.0016574811118488014	P02671, P0C0L4, Q9UM07, P00736, P10643, P02675	35	971	11434	3.364425481830219	0.07193038366068605	0.014917330006639213	0.013922841339529932
KEGG_PATHWAY	hsa05020:Prion disease	7	13.725490196078432	0.0020691678492347106	P31930, P25705, P0DMV9, P45880, P31040, P10643	44	278	8865	5.073168737737083	0.2037517491317521	0.027913161556100345	0.025883113442929415
GOTERM_CC_DIRECT	GO:0005739~mitochondrion	12	23.52941176470588	0.0022123002378646494	O95831, P31930, P25705, P14618, P0DMV9, P45880, P31040, O00299, P12277, P00387, P24752	51	1711	20666	2.841956887956819	0.31829067463759764	0.027337710082184597	0.024335302616511144
KEGG_PATHWAY	hsa04613:Neutrophil extracellular trap formation	6	11.76470588235294	0.002283804127317301	P02671, Q9UM07, P63261, Q9BTM1, P45880, P02675	44	193	8865	6.26354215732454	0.2223710202945398	0.027913161556100345	0.025883113442929415
GOTERM_CC_DIRECT	GO:0005737~cytoplasm	25	49.01960784313725	0.0026554579909982895	O95831, P08319, P35749, Q9H1E3, P14618, Q9UM07, P0DMV9, O15144, P62937, P62081, O00299, Q09666, P35579, P63261, P25705, P39023, P09382, P05062, P00966, P05783, P55072, P00387, P62249	51	5887	20666	1.7208072289557916	0.3687196784705874	0.03062628216284694	0.027262702040915774
GOTERM_BP_DIRECT	GO:0046034~ATP metabolic process	3	5.88235294117647	0.00345912191053917	P0DMV9, P55072	51	34	19416	33.5916955017301	0.7722725140125991	0.21100643654288936	0.20902979545115272
GOTERM_CC_DIRECT	GO:0008180~COP9 signalosome	3	5.88235294117647	0.003814754442122313	P25705, P0DMV9, P35579	51	38	20666	31.990712074303406	0.48377600422826017	0.04124703240544751	0.03671701150542726
KEGG_PATHWAY	hsa00010:Glycolysis / Gluconeogenesis	4	7.8431372549019605	0.004103576217055704	P08319, P14618, P05062	44	67	8865	12.028493894165535	0.36385075994787897	0.04513933838761275	0.04185647741396818
GOTERM_CC_DIRECT	GO:1990904~ribonucleoprotein complex	5	9.803921568627452	0.004149004858533624	P0DMV9, P39023, P62081, P62249	51	271	20666	7.4763041748064545	0.5128927741863851	0.04222222591331276	0.03758510283612812
GOTERM_MF_DIRECT	GO:0042802~identical protein binding	12	23.52941176470588	0.004429369495245623	Q9UM07, P63261, P00736, P02749, P01009, P05062, P00966, P01008, Q09666, P55072, P35579, P24752	50	1777	19208	2.594214969048959	0.5754676996046915	0.09498536806471168	0.08907954207105086
GOTERM_CC_DIRECT	GO:0015629~actin cytoskeleton	5	9.803921568627452	0.004540764575188363	P63261, O15144, Q09666, P35579, Q05682	51	278	20666	7.288051911412047	0.5449469133611616	0.0436417928615326	0.038848763587722664
UP_SEQ_FEATURE	MUTAGEN:K->R: Significant loss of acetylation and ATPase activity. Decreased binding to HOPX and HSP90 and increased binding to STUB1 and NAA10. Impaired capacity for protein refolding during the early phase after stress but shows normal protein degradation activity in the late phase.	2	3.9215686274509802	0.004677102555246435	P0DMV9	49	2	20502	418.4081632653061	0.7789927924097464	0.11282259675627888	0.11001955087413529
UP_SEQ_FEATURE	MUTAGEN:D->A: Reduces affinity for ADP.	2	3.9215686274509802	0.004677102555246435	P0DMV9	49	2	20502	418.4081632653061	0.7789927924097464	0.11282259675627888	0.11001955087413529
UP_SEQ_FEATURE	MUTAGEN:K->Q: No loss of acetylation and ATPase activity. Exhibits normal protein refolding activity during the early phase but exhibits defects in ubiquitin-mediated protein degradation during the later phase.	2	3.9215686274509802	0.004677102555246435	P0DMV9	49	2	20502	418.4081632653061	0.7789927924097464	0.11282259675627888	0.11001955087413529
INTERPRO	IPR048825:C7_KAZAL	2	3.9215686274509802	0.004832895330293667	P10643	51	2	20667	405.235294117647	0.6992463115934491	0.04993991841303456	0.04550976436026536
INTERPRO	IPR048827:C7_FIM2_N	2	3.9215686274509802	0.004832895330293667	P10643	51	2	20667	405.235294117647	0.6992463115934491	0.04993991841303456	0.04550976436026536
INTERPRO	IPR040729:Kazal_3	2	3.9215686274509802	0.004832895330293667	P10643	51	2	20667	405.235294117647	0.6992463115934491	0.04993991841303456	0.04550976436026536
GOTERM_MF_DIRECT	GO:0005524~ATP binding	11	21.568627450980394	0.004956664928923272	P35749, P25705, P14618, P63261, P0DMV9, P45880, P00966, P12277, P55072, P35579	50	1544	19208	2.7368911917098444	0.6167298008707687	0.09566363312821916	0.08971563521351122
GOTERM_BP_DIRECT	GO:0046164~alcohol catabolic process	2	3.9215686274509802	0.005143892094683758	P08319	51	2	19416	380.70588235294116	0.8894304453217224	0.2440491027144405	0.24176292845013664
GOTERM_BP_DIRECT	GO:0006067~ethanol metabolic process	2	3.9215686274509802	0.005143892094683758	P08319	51	2	19416	380.70588235294116	0.8894304453217224	0.2440491027144405	0.24176292845013664
BIOCARTA	h_etcPathway:Electron Transport Reaction in Mitochondria	3	5.88235294117647	0.005375340396068583	P31930, P25705, P31040	18	11	1623	24.59090909090909	0.12606212579820997	0.033595877475428644	0.028220537079360057
UP_SEQ_FEATURE	CROSSLNK:Glycyl lysine isopeptide (Lys-Gly) (interchain with G-Cter in ubiquitin)	5	9.803921568627452	0.0061843131717751725	O95831, P04844, Q15836, P45880, P12277	49	314	20502	6.662550370466659	0.864330284426421	0.11282259675627888	0.11001955087413529
GOTERM_BP_DIRECT	GO:1900026~positive regulation of substrate adhesion-dependent cell spreading	3	5.88235294117647	0.006257500162050791	P02671, O15144, P02675	51	46	19416	24.828644501278774	0.9314606660391073	0.26386560685332405	0.26139379788982686
GOTERM_CC_DIRECT	GO:1903561~extracellular vesicle	4	7.8431372549019605	0.006606795566773398	P02671, P14618, P51888, P02675	51	158	20666	10.258624968974932	0.6823382206831587	0.06015661226588409	0.05354981669911069
SMART	SM01212:Fib_alpha	2	3.9215686274509802	0.006727063276996062	P02671, P02675	25	3	10680	284.79999999999995	0.2209984959530803	0.031112667656106784	0.031112667656106784
